Nom_Complet_Diplome;Acronyme_Diplome;Niveau_Europeen;Grande_Categorie;Description_Diplome;Nom_Etablissement;Ville;Code_Postal;Region;URL_Site_Etablissement;URL_Page_Formation;Dates_Portes_Ouvertes
Brevet de Technicien Supérieur Agricole Agronomie et cultures durables;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Agronomie et cultures durables - ACD;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;;
Brevet de Technicien Supérieur Agricole Agronomie et cultures durables;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Agronomie et cultures durables - ACD;Campus de Courcelles-Chaussy;Courcelles-Chaussy;57530;Lorraine;https://campus-courcelles.fr/;;
Brevet de Technicien Supérieur Agricole Agronomie et cultures durables;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Agronomie et cultures durables - ACD;EPLEFPA du Bas-Rhin;Obernai;67210;Alsace;https://obernai.educagri.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;Campus Terres de l'Aube;Les Loges-Margueron;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;Lycée La Salle Reims-Thillois;Thillois;51370;Champagne-Ardenne;https://www.reimsthillois.fr/;;21-22 mars 2025
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;EPL Val de Seille;Château-Salins;57170;Lorraine;https://www.epl-val-de-seille.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;EPL54 de Pixérécourt;Malzéville;54220;Lorraine;https://www.pixerecourt.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;ALPA;Haroué;54740;Lorraine;https://alpa-haroue.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;Campus de Mirecourt;Mirecourt;88500;Lorraine;https://www.campusdemirecourt.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;MFR-CFR de Gugnécourt;Gugnécourt;88600;Lorraine;https://www.mfr-gugnecourt.fr/;;
Brevet de Technicien Supérieur Agricole Analyse, conduite et stratégie de l'entreprise agricole;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Analyse, conduite et stratégie de l'entreprise agricole - ACSE/ACS'AGRI;EPLEFPA du Bas-Rhin;Obernai;67210;Alsace;https://obernai.educagri.fr/;;
Brevet de Technicien Supérieur Agricole Génie des équipements agricoles;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Génie des équipements agricoles - GDEA;Lycée Somme-Suippe;Somme-Suippe;51600;Champagne-Ardenne;http://lyceesommesuippe.fr/;;
Brevet de Technicien Supérieur Agricole Génie des équipements agricoles;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Génie des équipements agricoles - GDEA;Campus de Courcelles-Chaussy;Courcelles-Chaussy;57530;Lorraine;https://campus-courcelles.fr/;;
Brevet de Technicien Supérieur Agricole Gestion et maîtrise de l'eau;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Gestion et maîtrise de l'eau - GEMEAU;Lycée Sainte-Maure;Sainte-Maure;10150;Champagne-Ardenne;http://www.lyceesaintemaure.fr/;;
Brevet de Technicien Supérieur Agricole Gestion et maîtrise de l'eau;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Gestion et maîtrise de l'eau - GEMEAU;Campus Courcelles-Chaussy;Courcelles-Chaussy;57530;Lorraine;https://campus-courcelles.fr/;;
Brevet de Technicien Supérieur Agricole Gestion et maîtrise de l'eau;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Gestion et maîtrise de l'eau - GEMEAU;EPLEFPA du Bas-Rhin;Obernai;67210;Alsace;https://obernai.educagri.fr/;;
Brevet de Technicien Supérieur Agricole Gestion forestière;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Gestion forestière - GF;Campus Terres de l'Aube;Les Loges-Margueron;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Brevet de Technicien Supérieur Agricole Gestion forestière;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Gestion forestière - GF;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;;
Brevet de Technicien Supérieur Agricole Gestion forestière;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Gestion forestière - GF;Campus de Mirecourt;Haroué;54740;Lorraine;https://www.campusdemirecourt.fr/;;
Brevet de Technicien Supérieur Agricole Métiers de l'élevage;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'élevage- Développement, production, conseil;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;;
Brevet de Technicien Supérieur Agricole Métiers de l'élevage;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'élevage- Développement, production, conseil;EPL54 de Pixérécourt;Malzéville;54220;Lorraine;https://www.pixerecourt.fr/;;
Brevet de Technicien Supérieur Agricole Métiers du végétal;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers du végétal - Alimentation, ornement et environnement - AOE;École de Roville;Roville-aux-Chênes;88700;Lorraine;https://www.roville.fr/;;
Brevet de Technicien Supérieur Agricole Métiers du végétal;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers du végétal - Alimentation, ornement et environnement - AOE;EPLEFPA Les Sillons de Haute-Alsace;Rouffach;68250;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Brevet de Technicien Supérieur Agricole Métiers du végétal;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers du végétal - Alimentation, ornement et environnement - AOE;EPLEFPA Les Sillons de Haute-Alsace;Wintzenheim;68920;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Brevet de Technicien Supérieur Agricole Métiers du végétal;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers du végétal - Alimentation, ornement et environnement - AOE;EPLEFPA Edgard Pisani;Chamarandes-Choignes;52000;Champagne-Ardenne;https://edgard-pisani.educagri.fr/;;
Brevet de Technicien Supérieur Agricole Productions animales;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Productions animales - PA;EPL54 de Pixérécourt;Malzéville;54220;Lorraine;https://www.pixerecourt.fr/;;
Brevet de Technicien Supérieur Agricole Productions animales;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Productions animales - PA;MFR de Ramonchamp;Ramonchamp;88160;Lorraine;https://mfr4vents.fr/;;
Brevet de Technicien Supérieur Agricole Viticulture-Œnologie;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Viticulture-Œnologie - VO;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;;
Brevet de Technicien Supérieur Agricole Viticulture-Œnologie;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Viticulture-Œnologie - VO;Campus Terres de l'Aube;Saint-Pouange;10120;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Brevet de Technicien Supérieur Agricole Viticulture-Œnologie;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Viticulture-Œnologie - VO;MFR de Gionges;Blancs-Coteaux;51130;Champagne-Ardenne;https://www.mfr-gionges.fr/;;
Brevet de Technicien Supérieur Agricole Viticulture-Œnologie;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Viticulture-Œnologie - VO;EPLEFPA Les Sillons de Haute-Alsace;Rouffach;68250;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Brevet de Technicien Supérieur Agricole Viticulture-Œnologie;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Viticulture-Œnologie - VO;EPLEFPA Les Sillons de Haute-Alsace;Wintzenheim;68920;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Spécialisation d'Initiative Locale Technicien conseil en agroforesterie;SIL;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Technicien conseil en agroforesterie;Campus Terres de l'Aube;Les Loges-Margueron;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Certificat de Profession Technicien forestier;CP;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Technicien forestier;Campus Terres de l'Aube;Les Loges-Margueron;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Diplôme Universitaire Mise en œuvre d’une unité de méthanisation;DU;6;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Mise en œuvre d’une unité de méthanisation;ENSAIA, Univ. Lorraine;Vandoeuvre-lès-Nancy;54500;Lorraine;;;
Licence Professionnelle Métiers de la vigne et du vin;LICENCE PROFESSIONNELLE;6;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de la vigne et du vin;UFR SEN, Univ. de Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;;;
Licence Professionnelle Productions végétales;LICENCE PROFESSIONNELLE;6;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Productions végétales;UFR SEN, Univ. de Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;;;
Licence Professionnelle Productions végétales;LICENCE PROFESSIONNELLE;6;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Productions végétales;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;;
Licence Professionnelle Valorisation des agro-ressources;LICENCE PROFESSIONNELLE;6;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Valorisation des agro-ressources;FST, Univ. Haute-Alsace;Mulhouse;68200;Alsace;;;
Licence Professionnelle Industrie agroalimentaire : gestion, production et valorisation;LICENCE PROFESSIONNELLE;6;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Industrie agroalimentaire : gestion, production et valorisation;UFR SEN, Université de Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;;;
